asset_id,source_url,source_routes,source_category,source_subcategory,page_order,source_filename,source_dimensions,legacy_alt_or_description,duplicate_group,duplicate_relationship,current_repo_match,current_match_basis,proposed_local_filename,rights_status,technical_reuse_status,notes
TAT-IRE-043,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/173d38d2-7dd3-4225-8b9f-1c123c56a100/IMG_3794.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:43|/:8,IMG_3794.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, snake peony flower, chrysanthemum flower Japanese style wine bar background black, and gray with red irezumi Tattoo",IRE-SNAKE-PEONY-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-043-sleeve-snake-peony-flower-chrysanthemum-flower-wind-bar.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Known future label correction: wine/win bar -> wind-bar. Work group IRE-SNAKE-PEONY-SLEEVE: Same snake/peony sleeve, alternate views. I43 also appears on the legacy homepage; I42 does not."
TAT-IRE-044,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ebe979f2-053d-4f62-9044-35a2ceebedb0/IMG_7167.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:44|/:13,IMG_7167.jpeg,4284x5712,"Las Vegas Japanese style Tattoo Geisha, holding snake with cherry blossoms, black and gray with red irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-044-geisha-holding-snake-cherry-blossoms-red.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-045,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/3aa7703c-880c-43ee-91fe-4a79b6765d4f/B99F62AC-5CF0-43A2-ABAB-CA196DB2BE0C.jpeg,/irezumi,tattoo,irezumi,/irezumi:45,B99F62AC-5CF0-43A2-ABAB-CA196DB2BE0C.jpeg,3024x3395,"Las Vegas Japanese style tattoo hannya Japanese mask hand dice, and stars, Tattoo, black and gray",IRE-HANNYA-HAND,canonical; confidence=high; visual-only,,,tat-ire-045-hannya-mask-hand-dice-stars.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-HANNYA-HAND: Same hannya hand/forearm tattoo, alternate views."
TAT-IRE-046,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/51b1ceb8-9c4c-415a-bb4e-391cbcf85f42/IMG_3679.jpeg,/irezumi,tattoo,irezumi,/irezumi:46,IMG_3679.jpeg,4284x5712,"Las Vegas Japanese style tattoo hannya Japanese mask hand dice, and stars, Tattoo, black and gray",IRE-HANNYA-HAND,alternate-view; confidence=high; visual-only,,,tat-ire-046-hannya-mask-hand-dice-stars.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-HANNYA-HAND: Same hannya hand/forearm tattoo, alternate views."
TAT-IRE-047,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/97a799ed-32c5-4d8c-a415-710d3547c0ee/IMG_0518.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:47|/:9,IMG_0518.jpeg,4284x5712,"Las Vegas Japanese style Tattoo Geisha namakubi severed head, cherry blossoms, black, and gray with red irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-047-geisha-namakubi-severed-head-cherry-blossoms-red.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-048,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/c2bb27bf-c1d2-411a-840e-ba1dc5c9aa84/IMG_3463.jpeg,/irezumi,tattoo,irezumi,/irezumi:48,IMG_3463.jpeg,4284x5712,"Las Vegas Japanese style tattoo, Dragon, black and gray with red flames irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-048-dragon-red-flames.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-049,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/4fc7a867-c7e6-410c-a0f4-dcb6df468e89/0D1E4037-737C-43CF-B9AF-CE86C9660878.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:49|/:25,0D1E4037-737C-43CF-B9AF-CE86C9660878.jpeg,826x826,"Las Vegas Japanese style tattoo, chrysanthemum, flower, black and gray irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-049-chrysanthemum-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-050,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/4c031790-1e30-460b-9f7f-cde76f2646a9/IMG_0109.jpeg,/irezumi,tattoo,irezumi,/irezumi:50,IMG_0109.jpeg,3024x4032,"Las Vegas Japanese style tattoo, swallow, Bird cherry blossom, Flower irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-050-swallow-bird-cherry-blossom-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-051,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/052f0463-38f5-4d6a-9532-ea9627506b5b/IMG_7314.jpeg,/irezumi,tattoo,irezumi,/irezumi:51,IMG_7314.jpeg,4284x5712,"Las Vegas Japanese style tattoo, Japanese dragon, backpiece, black and gray irezumi Tattoo",,unique/no-known-duplicate,portfolio/irezumi-dragon-back.jpg,prior-byte-match-receipt,tat-ire-051-dragon-backpiece.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-dragon-back.jpg is 437423 bytes, 1500x2000, sha256=32c0ac971d1a34c9ac190f052205bceaa9805d7860edf847076dd671b6fb0763. Unique dragon backpiece legacy alt."
TAT-IRE-052,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/6af0b08c-a558-4773-a0b1-933bc74743e1/IMG_7119.jpeg,/irezumi,tattoo,irezumi,/irezumi:52,IMG_7119.jpeg,4284x5712,"Las Vegas Japanese style tattoo, chrysanthemum, flower, black and gray with red Daruma doll irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-052-chrysanthemum-flower-red-daruma-doll.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-053,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/8c5419fc-b187-428a-9e58-33302ca7bcc9/IMG_5995.jpeg,/irezumi,tattoo,irezumi,/irezumi:53,IMG_5995.jpeg,4284x5712,"Las Vegas Japanese style tattoo, black and gray Hannya mask with red cherry blossom Flower irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-053-hannya-mask-red-cherry-blossom-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-054,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/97f5b635-7c89-40e8-af59-52c0529a0edb/IMG_8047.jpeg,/irezumi,tattoo,irezumi,/irezumi:54,IMG_8047.jpeg,4284x5712,Las Vegas Japanese style Tattoo Koi fish with Japanese style finger waves irezumi Tattoo,,unique/no-known-duplicate,,,tat-ire-054-koi-fish-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-055,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/aab4738f-d02d-4f0c-979f-07b97b0271d1/IMG_8046.jpeg,/irezumi,tattoo,irezumi,/irezumi:55,IMG_8046.jpeg,4284x5712,"Las Vegas Japanese style tattoo, peony flower with Japanese style finger waves irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-055-peony-flower-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-056,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/7477b244-c6af-40ad-94b3-0ca8df1d0509/IMG_4151.jpeg,/irezumi,tattoo,irezumi,/irezumi:56,IMG_4151.jpeg,3024x4032,"Las Vegas Japanese style tattoo, black and gray dragon with black flames irezumi Tattoo",IRE-LIKELY-56-57,canonical; confidence=low; visual-only,,,tat-ire-056-dragon-flames.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Work group IRE-LIKELY-56-57: Uncertain. Identical alts are supportive but not proof of same work.
TAT-IRE-057,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/c9beff04-c2a0-4696-8473-fd023c061700/IMG_6337.jpeg,/irezumi,tattoo,irezumi,/irezumi:57,IMG_6337.jpeg,4284x5712,"Las Vegas Japanese style tattoo, black and gray dragon with black flames irezumi Tattoo",IRE-LIKELY-56-57,likely-same-work; confidence=low; visual-only,,,tat-ire-057-dragon-flames.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Work group IRE-LIKELY-56-57: Uncertain. Identical alts are supportive but not proof of same work.
TAT-IRE-058,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ee838574-4086-41e6-9749-d551724183e7/IMG_7847.jpeg,/irezumi,tattoo,irezumi,/irezumi:58,IMG_7847.jpeg,4284x5712,"Las Vegas, Vegas, Japanese style Tattoo Koi fish with Japanese style finger waves tattoo",,unique/no-known-duplicate,,,tat-ire-058-koi-fish-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-059,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/268946b8-fe26-4140-bd32-1afab815e695/IMG_9012.jpeg,/irezumi,tattoo,irezumi,/irezumi:59,IMG_9012.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve monk praying under waterfall peony flowers Japanese style finger, Wave irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-059-sleeve-monk-praying-under-waterfall-peony-flowers-finger.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves. Direct visual review confirms this monk-and-peony sleeve is distinct from TAT-IRE-060's dragon-and-koi sleeve.
TAT-IRE-060,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/caad8fd3-81ca-4e3e-81d1-cfd654962f45/IMG_9322.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:60|/:14,IMG_9322.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, full color, Japanese Dragon, and Koi Fish Tattoo finger Waves irezumi Tattoo",,unique/no-known-duplicate,portfolio/irezumi-dragon-koi-sleeve.jpg,prior-byte-match-receipt,tat-ire-060-sleeve-dragon-koi-fish-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-dragon-koi-sleeve.jpg is 514614 bytes, 1500x2000, sha256=d403bdca645ff7f93d0881ac8d22dfbe44e36ed158c757f7b7812b2839d6593b. Unique dragon-and-koi sleeve legacy alt. Also present on legacy homepage `/`. Known future label correction: normalize finger waves. Direct visual review confirms this dragon-and-koi sleeve is distinct from TAT-IRE-059's monk-and-peony sleeve."
TAT-IRE-061,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/0d579aff-4380-46a8-8dd3-ed1302012ca7/IMG_5321.jpeg,/irezumi,tattoo,irezumi,/irezumi:61,IMG_5321.jpeg,4284x5712,"Las Vegas, Vegas, Japanese style Tattoo Koi fish with Japanese style finger waves tattoo",,unique/no-known-duplicate,,,tat-ire-061-koi-fish-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-062,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/44943d88-c18d-4c3a-b8e4-304d1f736062/IMG_7015.jpeg,/irezumi,tattoo,irezumi,/irezumi:62,IMG_7015.jpeg,4284x5712,Las Vegas Japanese style Tattoo lotus flower enflamed holding houju irezumi black and gray tattoo,,unique/no-known-duplicate,,,tat-ire-062-lotus-flower-enflamed-holding-houju.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-063,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/296ea4a5-0db8-4c59-94e5-c3b7c2498690/74514004-358C-4741-AEF3-F742F91DFFB9.jpeg,/irezumi,tattoo,irezumi,/irezumi:63,74514004-358C-4741-AEF3-F742F91DFFB9.jpeg,1440x1800,"Las Vegas Japanese style tattoo, Pisces Koi fish black, and gray irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-063-pisces-koi-fish.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-064,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/d81bee0e-edf8-4a1d-a283-c1e56673e765/IMG_0723.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:64|/:21,IMG_0723.jpeg,4284x5712,"Las Vegas Japanese style Tattoo swallow birds holding Oma mori amulet with Japanese kanji writing, black and gray irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-064-swallow-birds-holding-omamori-amulet-kanji-writing.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`. Known future label correction: Oma Mori -> omamori.
TAT-IRE-065,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ea9b4965-7797-4863-9f60-94de56b9143e/IMG_9791.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:65|/:20,IMG_9791.jpeg,4284x5712,"Las Vegas Japanese style Tattoo tiger with Japanese style finger waves, black and gray irezumi tattoo",IRE-TIGER,canonical; confidence=high; visual-only,portfolio/irezumi-tiger-thigh.jpg,prior-byte-match-receipt,tat-ire-065-tiger-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-tiger-thigh.jpg is 420769 bytes, 1500x2000, sha256=7f649930d802fed6d7fe6a8b06a79d2a3661e4be0f5af49891a52d6f04adfae0. Tiger alt is shared with I66; I65 filename IMG_9791 better fits the local file CreateDate 2024-08-09 than I66 IMG_3660. Still not a this-session 1500w hash. Also present on legacy homepage `/`. Known future label correction: normalize finger waves. Work group IRE-TIGER: Same tiger tattoo, alternate views. I65 also appears on the legacy homepage; I66 does not."
TAT-IRE-066,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/184375fc-857d-45ea-9225-2a3d3415d9be/IMG_3660.jpeg,/irezumi,tattoo,irezumi,/irezumi:66,IMG_3660.jpeg,4284x5712,"Las Vegas Japanese style Tattoo tiger with Japanese style finger waves, black and gray irezumi tattoo",IRE-TIGER,alternate-view; confidence=high; visual-only,,,tat-ire-066-tiger-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Known future label correction: normalize finger waves. Work group IRE-TIGER: Same tiger tattoo, alternate views. I65 also appears on the legacy homepage; I66 does not."
TAT-IRE-067,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ac43deae-db67-4ec7-8946-58b2e398176f/IMG_0679.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:67|/:1,IMG_0679.jpeg,3024x4032,"Las Vegas, Japanese tattoo, snake and peony flower, black and gray with red irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-067-snake-peony-flower-red.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-068,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/61ce9dbb-2b13-49d9-ad9e-d66a821290e0/CCBA49FE-38AB-4299-904C-19B95EAD5F17.jpeg,/irezumi,tattoo,irezumi,/irezumi:68,CCBA49FE-38AB-4299-904C-19B95EAD5F17.jpeg,2495x2495,Las Vegas Japanese Tattoo kintaro deity yokai ukiyoe irezumi black and graytattoo,,unique/no-known-duplicate,,,tat-ire-068-kintaro-deity-yokai-ukiyoe-graytattoo.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-069,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/339c1593-5ff3-40d4-a068-ebb03ccfbed0/F23F609A-A5FC-43E3-A1E2-D7457B418531.jpeg,/irezumi,tattoo,irezumi,/irezumi:69,F23F609A-A5FC-43E3-A1E2-D7457B418531.jpeg,2686x2686,"Las Vegas Japanese tattoo, magic mallet uchide no kozuchi ukiyoe yokai irezumi black and gray tattoo",,unique/no-known-duplicate,,,tat-ire-069-magic-mallet-uchide-no-kozuchi-ukiyoe-yokai.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-070,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/43c8b1f1-c7c8-4562-bfad-b000b2775398/0C5E32A1-32FB-4BC8-88DE-2EC5A6416C8F.jpeg,/irezumi,tattoo,irezumi,/irezumi:70,0C5E32A1-32FB-4BC8-88DE-2EC5A6416C8F.jpeg,2452x3065,"Las Vegas Japanese style tattoo, hannya mask neo, Japanese black, and gray Japanese style finger waves irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-070-hannya-mask-neo-finger-wavess.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-071,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/8b13581b-b8cd-4457-8de6-693f48cc3035/IMG_7723.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:71|/:29,IMG_7723.jpeg,3024x4032,Las Vegas Japanese Tattoo Geisha boujee rich girl jewelry money ukiyoe irezumi tattoo,,unique/no-known-duplicate,,,tat-ire-071-geisha-boujee-rich-girl-jewelry-money-ukiyoe.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-072,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/3849ef5a-f429-4927-aaed-1a373c6ad962/IMG_6593.jpeg,/irezumi,tattoo,irezumi,/irezumi:72,IMG_6593.jpeg,3024x4032,"Las Vegas Japanese tattoo, black and gray dragon, red flames, pink cherry blossoms irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-072-dragon-red-flames-pink-cherry-blossoms.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-073,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/0aefc9fc-4859-41a6-9a6f-78d38f27e1f8/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-26.jpg,/irezumi,tattoo,irezumi,/irezumi:73,dylan prorok las vegas japenese tattoo artist gallery image-26.jpg,1125x1500,"Las Vegas Japanese style tattoo, Koi fish finger Waves cherry blossoms whacking Gray with red irezumi Tattoo",IRE-SLEEVE-73-74,canonical; confidence=high; visual-only,,,tat-ire-073-koi-fish-finger-wavess-cherry-blossoms-whacking-red.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Known future label correction: normalize finger waves. Work group IRE-SLEEVE-73-74: Same sleeve, alternate views. Legacy alts differ (koi vs frog/koi) and are not treated as separate works."
TAT-IRE-074,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/2fcbc48d-4830-4af4-8773-48dd89746e14/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-27.jpg,/irezumi,tattoo,irezumi,/irezumi:74,dylan prorok las vegas japenese tattoo artist gallery image-27.jpg,1125x1500,"Las Vegas Japanese tattoo, Frog Koi fish, Japanese style finger, waves, black, and gray with red. Irezumi Tattoo.",IRE-SLEEVE-73-74,alternate-view; confidence=high; visual-only,,,tat-ire-074-frog-koi-fish-finger-wavess-red.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Known future label correction: normalize finger waves. Work group IRE-SLEEVE-73-74: Same sleeve, alternate views. Legacy alts differ (koi vs frog/koi) and are not treated as separate works."
TAT-IRE-075,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/55f60e36-6e71-4cdf-aaba-981e543f680c/IMG_5103.jpeg,/irezumi,tattoo,irezumi,/irezumi:75,IMG_5103.jpeg,4284x5712,"Las Vegas Japanese Tattoo Koi fish finger, Waves cherry blossom irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-075-koi-fish-finger-wavess-cherry-blossom.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-076,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/2a1c01b0-555f-496f-8ea5-94fb6a85786f/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-29.jpg,/irezumi,tattoo,irezumi,/irezumi:76,dylan prorok las vegas japenese tattoo artist gallery image-29.jpg,1125x1500,"Las Vegas Japanese tattoo, cherry stem, Japanese masks, black work irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-076-cherry-stem-masks-work.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-077,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/c9d05545-8093-46ac-8823-1e39d2e8f278/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-22.jpg,/irezumi,tattoo,irezumi,/irezumi:77,dylan prorok las vegas japenese tattoo artist gallery image-22.jpg,728x1500,Las Vegas Japanese tattoo Japanese mask split with chrysanthemum flower in the middle irezumi Tattoo,,unique/no-known-duplicate,,,tat-ire-077-mask-split-chrysanthemum-flower-in-middle.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-078,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/63a8def7-deb2-4235-89d0-dd48d1cd2235/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-19.jpg,/irezumi,tattoo,irezumi,/irezumi:78,dylan prorok las vegas japenese tattoo artist gallery image-19.jpg,1125x1500,"Las Vegas Japanese tattoo, Buddha hand with eyeball on the palm, holding flames, black and gray irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-078-buddha-hand-eyeball-on-palm-holding-flames.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-079,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/67621fe6-7539-45ae-b65a-d9602e6a82c5/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-25.jpg,/irezumi,tattoo,irezumi,/irezumi:79,dylan prorok las vegas japenese tattoo artist gallery image-25.jpg,1125x1500,"Las Vegas Japanese tattoo, peony, flower, black and gray neo Japanese tattoo",,unique/no-known-duplicate,,,tat-ire-079-peony-flower-neo.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-080,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/755c8c76-e10a-4dcb-8a83-bff1d3ac1676/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-17.jpg,/irezumi|/,tattoo,irezumi,/irezumi:80|/:26,dylan prorok las vegas japenese tattoo artist gallery image-17.jpg,841x1500,"Las Vegas Japanese Tattoo Kitsune Japanese fox mask, cherry blossoms, hand tattoo",,unique/no-known-duplicate,portfolio/irezumi-kitsune-hand.jpg,prior-byte-match-receipt,tat-ire-080-kitsune-fox-mask-cherry-blossoms-hand.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-kitsune-hand.jpg is 342521 bytes, 841x1500, sha256=943e7328176a906fb00098c3664c9174b2d641e01d5691ed545578ab766f96f3. Unique kitsune-hand alt. Local file is 841x1500, equal to the source data-image-dimensions. Also present on legacy homepage `/`."
TAT-IRE-081,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ef1e1b22-8af5-4f0b-8ff0-4bf8e1b8b7e8/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-16.jpg,/irezumi,tattoo,irezumi,/irezumi:81,dylan prorok las vegas japenese tattoo artist gallery image-16.jpg,864x1500,Las Vegas Japanese tattoo,,unique/no-known-duplicate,,,tat-ire-081.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-082,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/e36b7de5-7d3f-4426-93ce-2155bd6fda79/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-12.jpg,/irezumi,tattoo,irezumi,/irezumi:82,dylan prorok las vegas japenese tattoo artist gallery image-12.jpg,1125x1500,"Las Vegas Japanese tattoo, lucky cat with cherry blossoms, black and gray tattoo",,unique/no-known-duplicate,,,tat-ire-082-lucky-cat-cherry-blossoms.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-083,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/f172c942-cd8f-4578-a2a7-be33b7b9d276/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-10.jpg,/irezumi|/,tattoo,irezumi,/irezumi:83|/:27,dylan prorok las vegas japenese tattoo artist gallery image-10.jpg,1125x1500,"Las Vegas Japanese tattoo, snake coiled around a chrysanthemum flower full color neo Japanese tattoo",,unique/no-known-duplicate,,,tat-ire-083-snake-coiled-around-a-chrysanthemum-flower-neo.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-084,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/788327e0-d610-42c5-8e27-572228c2293a/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-11.jpg,/irezumi|/,tattoo,irezumi,/irezumi:84|/:28,dylan prorok las vegas japenese tattoo artist gallery image-11.jpg,645x1500,"Las Vegas Japanese Tattoo full Sleeve Geisha head peony flower Koi fish, black, and grey tattoo",,unique/no-known-duplicate,portfolio/irezumi-geisha-sleeve.jpg,prior-byte-match-receipt,tat-ire-084-sleeve-geisha-head-peony-flower-koi-fish.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-geisha-sleeve.jpg is 301371 bytes, 645x1500, sha256=6d759c3630ae3070039576073ede632d1f130d5d0b673420b49c42a3b1ee0dba. Unique geisha-sleeve alt. Local file is 645x1500, equal to the source data-image-dimensions. Also present on legacy homepage `/`."
TAT-IRE-085,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/018874e6-c43d-4b79-9d2e-861b15d1235f/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-09.jpg,/irezumi,tattoo,irezumi,/irezumi:85,dylan prorok las vegas japenese tattoo artist gallery image-09.jpg,1125x1500,"Las Vegas Japanese tattoo, chrysanthemum, flower, black and gray tattoo",,unique/no-known-duplicate,,,tat-ire-085-chrysanthemum-flower.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-086,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/249b94fe-faa0-46b9-bc65-1a1b3f37b6de/dylan+prorok+las+vegas+japenese+tattoo+artist+gallery+image-04.jpg,/irezumi,tattoo,irezumi,/irezumi:86,dylan prorok las vegas japenese tattoo artist gallery image-04.jpg,1262x1500,"Las Vegas Japanese Tattoo, full color neo Japanese monkey king Tattoo",,unique/no-known-duplicate,,,tat-ire-086-neo-monkey-king.jpg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
